,shopid,userid
1708,19051942,34
1709,19052512,28
1710,19052728,16
1711,19056260,40
1712,19058795,138
1713,19063555,11
1714,19067193,9
1715,19067238,3
1716,19067285,1
1717,19067307,10
1718,19067356,4
1719,19067433,12
1720,19067694,48
1721,19067988,10
1722,19068020,22
1723,19068073,4
1724,19068115,22
1725,19083596,27
1726,19102883,5
1727,19111047,3
1728,19123899,109
1729,19130939,1
1730,19131303,1
1731,19136784,11
1732,19147626,12
1733,19174198,31
1734,19175905,2
1735,19216692,239
1736,19275595,1
1737,19279992,7
1738,19345882,1
1739,19401619,12
1740,19406753,25
1741,19414894,1
1742,19437068,2
1743,19508558,5
1744,19511619,6
1745,19517813,55
1746,19562560,38
1747,19637080,1
1748,19664894,2
1749,19671464,2
1750,19678369,8
1751,19683354,2
1752,19686714,1
1753,19701788,4
1754,19702041,1
1755,19702263,10
1756,19702877,7
1757,19711519,2
1758,19753598,5
1759,19754095,18
1760,19754628,3
1761,19761496,40
1762,19772661,1
1763,19779086,14
1764,19785711,1
1765,19811109,6
1766,19811306,14
1767,19811463,22
1768,19811528,20
1769,19829283,3
1770,19842452,1
1771,19849039,28
1772,19851597,13
1773,19922767,13
1774,19966156,2
1775,20000990,10
1776,20025878,105
1777,20029936,11
1778,20041367,69
1779,20046450,6
1780,20047492,36
1781,20062898,7
1782,20084937,11
1783,20101539,43
1784,20131677,5
1785,20150355,1
1786,20154012,1
1787,20173411,6
1788,20175892,21
1789,20180087,7
1790,20229320,2
1791,20232174,1
1792,20236367,6
1793,20238199,1
1794,20273220,3
1795,20275270,1
1796,20299737,4
1797,20334807,2
1798,20363774,16
1799,20380176,1
1800,20452127,4
1801,20453286,9
1802,20453335,16
1803,20453391,4
1804,20466100,27
1805,20468683,38
1806,20469877,30
1807,20476788,1
1808,20502097,2
1809,20522747,10
1810,20545947,62
1811,20577717,43
1812,20591056,2
1813,20595563,7
1814,20644887,5
1815,20647785,52
1816,20660177,10
1817,20672757,6
1818,20680994,2
1819,20688311,1
1820,20720050,4
1821,20748531,50
1822,20767172,10
1823,20774891,29
1824,20813973,6
1825,20880331,1
1826,20913591,2
1827,20933883,5
1828,20997400,1
1829,21003104,1
1830,21004222,8
1831,21005261,2
1832,21030308,21
1833,21033357,46
1834,21033403,12
1835,21033575,11
1836,21036231,6
1837,21088866,19
1838,21089821,13
1839,21090868,6
1840,21108609,14
1841,21111285,1
1842,21221496,20
1843,21222256,8
1844,21222538,24
1845,21222675,7
1846,21223127,2
1847,21245698,7
1848,21252442,23
1849,21253984,6
1850,21258967,53
1851,21317378,1
1852,21402740,3
1853,21474926,14
1854,21508218,1
1855,21512331,14
1856,21533756,16
1857,21534934,277
1858,21596473,59
1859,21601734,12
1860,21602170,8
1861,21602317,1
1862,21605306,16
1863,21612156,13
1864,21668825,1
1865,21672386,446
1866,21725569,4
1867,21757241,1
1868,21757274,18
1869,21757305,20
1870,21759468,1
1871,21768773,2
1872,21806680,1
1873,21889014,1
1874,21969619,5
1875,21976491,19
1876,21992220,1
1877,22056679,3
1878,22065382,18
1879,22069582,42
1880,22072368,15
1881,22074045,2
1882,22132975,6
1883,22165953,3
1884,22211521,10
1885,22220410,10
1886,22254816,1
1887,22284615,2
1888,22357754,1
1889,22499676,3
1890,22500497,1
1891,22502375,92
1892,22581305,10
1893,22584608,5
1894,22587672,47
1895,22638300,2
1896,22656521,22
1897,22658223,21
1898,22662981,11
1899,22663211,20
1900,22666458,9
1901,22703506,1
1902,22732794,4
1903,22754767,14
1904,22759304,4
1905,22765731,9
1906,22771783,1
1907,22800308,99
1908,22829005,4
1909,22848889,1
1910,22884785,10
1911,22886785,22
1912,22917777,10
1913,22973139,21
1914,22976677,1
1915,22997468,2
1916,23028693,9
1917,23029781,2
1918,23076960,46
1919,23077028,64
1920,23078312,8
1921,23130711,4
1922,23154453,6
1923,23165478,1
1924,23194164,8
1925,23203705,1
1926,23234500,1
1927,23249176,1
1928,23255399,89
1929,23255503,2
1930,23282011,7
1931,23304655,27
1932,23326134,8
1933,23334427,8
1934,23345071,4
1935,23357692,1
1936,23374993,30
1937,23379082,2
1938,23389207,1
1939,23421119,5
1940,23489125,5
1941,23525333,2
1942,23611003,2
1943,23700664,1
1944,23714713,22
1945,23750501,78
1946,23790395,1
1947,23811567,23
1948,23832579,2
1949,23848433,16
1950,23921915,3
1951,23925938,1
1952,23934541,22
1953,23958390,25
1954,24008870,3
1955,24013303,437
1956,24013881,125
1957,24029939,73
1958,24037698,14
1959,24084841,1
1960,24362688,1
1961,24394810,5
1962,24395028,6
1963,24418401,1
1964,24422839,8
1965,24423087,7
1966,24426474,1
1967,24428497,1
1968,24441028,13
1969,24445753,5
1970,24515275,27
1971,24562558,1
1972,24648049,5
1973,24654273,34
1974,24676485,18
1975,24756972,47
1976,24759976,87
1977,24762993,3
1978,24803639,1
1979,24804900,4
1980,24889256,2
1981,24889654,37
1982,24930714,3
1983,24965613,1
1984,25146625,1
1985,25199657,7
1986,25199892,9
1987,25199934,7
1988,25200003,10
1989,25202246,14
1990,25217673,3
1991,25229093,4
1992,25233400,13
1993,25239958,4
1994,25346375,3
1995,25346638,5
1996,25435039,14
1997,25467973,2
1998,25477705,1
1999,25517549,1
2000,25547805,1
2001,25561831,18
2002,25578031,14
2003,25579159,1
2004,25597054,4
2005,25599171,60
2006,25608971,1
2007,25609138,13
2008,25613839,3
2009,25613882,9
2010,25613900,5
2011,25613943,6
2012,25613963,8
2013,25613981,12
2014,25614013,72
2015,25675530,2
2016,25745311,1
2017,25800631,1
2018,25802117,1
2019,25851355,1
2020,25865684,3
2021,25875186,1
2022,25889533,1
2023,25924280,655
2024,25941987,1
2025,25950076,2
2026,25958795,9
2027,25958852,22
2028,25958872,22
2029,25959613,1
2030,25962479,2
2031,25984936,1
2032,26007497,19
2033,26008488,3
2034,26009494,2
2035,26030484,29
2036,26056025,59
2037,26084019,1
2038,26093656,5
2039,26093752,19
2040,26093821,55
2041,26093863,25
2042,26094023,37
2043,26097555,10
2044,26106571,14
2045,26145532,6
2046,26167120,10
2047,26167337,57
2048,26167835,21
2049,26169064,1
2050,26184032,9
2051,26213989,16
2052,26214078,5
2053,26218382,112
2054,26224485,4
2055,26224593,27
2056,26224631,24
2057,26224654,50
2058,26234878,2
2059,26234966,30
2060,26235227,5
2061,26235302,5
2062,26287816,2
2063,26299009,43
2064,26316652,20
2065,26338099,1
2066,26372758,2
2067,26387213,2
2068,26399806,2
2069,26432438,42
2070,26451002,12
2071,26457515,18
2072,26457520,1
2073,26490116,4
2074,26511480,5
2075,26512965,14
2076,26513810,26
2077,26519437,72
2078,26519477,1
2079,26519520,7
2080,26522856,1
2081,26525054,87
2082,26527217,8
2083,26538453,1
2084,26566846,1
2085,26598345,3
2086,26598379,29
2087,26600235,4
2088,26633086,13
2089,26633463,16
2090,26636850,1
2091,26637605,25
2092,26637639,1
2093,26665331,1
2094,26681577,67
2095,26696452,4
2096,26707767,5
2097,26751251,1
2098,26889378,11
2099,26952958,4
2100,26958215,45
2101,26968384,2
2102,26971929,28
2103,26974701,430
2104,26974739,12
2105,26974952,11
2106,26975191,4
2107,26975450,12
2108,26976846,1
2109,27015534,104
2110,27021575,3
2111,27051186,2
2112,27086670,2
2113,27094877,9
2114,27094947,3
2115,27104463,1
2116,27121294,11
2117,27121470,8
2118,27121667,90
2119,27121834,6
2120,27121976,29
2121,27122064,5
2122,27122110,2
2123,27144238,1
2124,27185211,1
2125,27188418,1
2126,27198169,3
2127,27200317,15
2128,27221309,1
2129,27301695,43
2130,27306250,1
2131,27373172,6
2132,27373250,19
2133,27377455,22
2134,27416923,1
2135,27430391,7
2136,27430506,68
2137,27430595,12
2138,27467860,1
2139,27469867,2
2140,27476241,111
2141,27482186,2
2142,27506723,5
2143,27508363,1
2144,27517901,1
2145,27533674,1
2146,27538208,1
2147,27552130,1
2148,27573813,7
2149,27579791,3
2150,27641505,8
2151,27657297,1
2152,27664540,1
2153,27671688,2
2154,27672923,10
2155,27698983,9
2156,27745261,2
2157,27842629,21
2158,27855933,15
2159,27868634,5
2160,27879743,1
2161,27926203,19
2162,27959629,2
2163,27964265,1
2164,27970776,1
2165,27971736,73
2166,27972653,2
2167,27976951,2
2168,27987005,2
2169,27987240,88
2170,27990883,1
2171,27996819,58
2172,27998060,246
2173,28051451,10
2174,28051518,13
2175,28051593,12
2176,28051929,16
2177,28055313,214
2178,28064341,16
2179,28079408,2
2180,28079637,13
2181,28079679,47
2182,28084506,10
2183,28086953,1
2184,28090015,2
2185,28090352,31
2186,28090426,14
2187,28090512,24
2188,28090612,5
2189,28090664,25
2190,28090800,1
2191,28090949,19
2192,28091082,18
2193,28091290,99
2194,28091913,16
2195,28102092,3
2196,28122674,10
2197,28135794,1
2198,28145398,2
2199,28148294,1
2200,28159485,32
2201,28161625,24
2202,28161992,17
2203,28164228,153
2204,28164269,38
2205,28179243,12
2206,28180460,25
2207,28180570,9
2208,28225599,68
2209,28252403,4
2210,28274723,18
2211,28275409,8
2212,28287742,32
2213,28326349,1
2214,28337387,10
2215,28347979,14
2216,28355914,3
2217,28378486,12
2218,28465178,4
2219,28519376,1
2220,28540656,1
2221,28572330,3
2222,28590605,11
2223,28591609,3
2224,28593636,1
2225,28610570,8
2226,28619747,32
2227,28622157,54
2228,28679855,1
2229,28714108,15
2230,28748863,20
2231,28773787,8
2232,28777039,5
2233,28794357,1
2234,28796969,1
2235,28802011,24
2236,28802071,11
2237,28802113,40
2238,28803360,1
2239,28808878,29
2240,28812434,14
2241,28812758,48
2242,28812820,82
2243,28812867,36
2244,28812922,34
2245,28858534,3
2246,28876675,9
2247,28884208,1
2248,28886341,4
2249,28905775,3
2250,28943668,17
2251,28949908,10
2252,28966410,4
2253,28973124,1
2254,28983203,47
2255,28983357,5
2256,28986888,2
2257,29004033,20
2258,29056338,29
2259,29194590,29
2260,29238058,16
2261,29238145,4
2262,29238238,35
2263,29238322,12
2264,29238412,21
2265,29238486,51
2266,29300810,15
2267,29302231,2
2268,29354901,1
2269,29391773,22
2270,29394216,3
2271,29411463,4
2272,29446155,6
2273,29523909,27
2274,29549726,1
2275,29552279,1
2276,29561577,2
2277,29562478,1
2278,29562621,35
2279,29569880,16
2280,29624631,1
2281,29630037,2
2282,29641888,2
2283,29650418,32
2284,29652480,10
2285,29652577,2
2286,29652603,17
2287,29709529,4
2288,29803631,4
2289,29837636,9
2290,29908993,8
2291,29930822,1
2292,29934289,16
2293,29941975,2
2294,29943205,1
2295,29945399,2
2296,29961689,70
2297,29970617,1
2298,29973792,95
2299,29974342,4
2300,29975426,81
2301,29976512,9
2302,29976637,2
2303,29979455,74
2304,29987248,5
2305,30101615,49
2306,30101748,47
2307,30101879,93
2308,30101998,35
2309,30109246,1
2310,30136571,11
2311,30155663,10
2312,30225410,3
2313,30235100,1
2314,30235452,6
2315,30243532,6
2316,30251815,14
2317,30317870,1
2318,30321491,2
2319,30321827,6
2320,30336969,14
2321,30337244,3
2322,30349256,114
2323,30353503,1
2324,30357402,1
2325,30407258,34
2326,30407321,1
2327,30407354,3
2328,30407397,15
2329,30407453,15
2330,30411817,3
2331,30415582,2
2332,30447443,6
2333,30534082,2
2334,30572430,25
2335,30573506,4
2336,30730528,21
2337,30740667,14
2338,30740749,24
2339,30740799,18
2340,30740877,22
2341,30740915,8
2342,30758590,11
2343,30762706,3
2344,30835648,1
2345,30870545,114
2346,30870624,87
2347,30875067,7
2348,30876744,126
2349,30879090,1
2350,30892927,1
2351,30926528,1
2352,30949468,3
2353,30958686,8
2354,30964205,31
2355,30988457,29
2356,30988921,192
2357,30989218,1
2358,30995871,2
2359,31034387,11
2360,31102543,6
2361,31102571,24
2362,31108730,3
2363,31165845,9
2364,31179330,2
2365,31325414,1
2366,31435706,1
2367,31460514,2
2368,31477215,2
2369,31500153,58
2370,31504973,17
2371,31510663,114
2372,31513775,18
2373,31519248,1
2374,31526180,11
2375,31582966,9
2376,31611110,14
2377,31614331,7
2378,31631638,2
2379,31643542,1
2380,31649616,6
2381,31687261,3
2382,31708382,1
2383,31721649,13
2384,31733346,76
2385,31783990,4
2386,31793881,2
2387,31829316,3
2388,31844790,68
2389,31941277,18
2390,31941333,1
2391,31976883,78
2392,31989591,60
2393,32007281,10
2394,32008061,3
2395,32024210,1
2396,32205430,1
2397,32228101,7
2398,32228742,2
2399,32303717,48
2400,32329173,4
2401,32333759,44
2402,32336468,1
2403,32336511,1
2404,32336771,3
2405,32343467,19
2406,32357064,11
2407,32434400,1
2408,32473673,1
2409,32504026,516
2410,32556144,5
2411,32617242,6
2412,32621224,3
2413,32621245,18
2414,32687238,9
2415,32688409,4
2416,32688460,2
2417,32688669,1
2418,32688838,2
2419,32694979,5
2420,32722065,1
2421,32727115,50
2422,32729279,38
2423,32736674,45
2424,32737624,18
2425,32737848,10
2426,32738397,7
2427,32762271,5
2428,32804560,21
2429,32806456,8
2430,32811676,8
2431,32812115,5
2432,32842440,11
2433,32941393,4
2434,32984622,27
2435,33061646,1
2436,33209224,7
2437,33211067,10
2438,33212036,17
2439,33212582,9
2440,33213512,55
2441,33214136,11
2442,33217010,4
2443,33218044,25
2444,33218739,8
2445,33219688,4
2446,33220191,3
2447,33221557,10
2448,33222392,14
2449,33235736,18
2450,33236404,11
2451,33237048,9
2452,33242381,35
2453,33242881,1
2454,33244586,4
2455,33247857,14
2456,33259978,1
2457,33284373,15
2458,33284653,2
2459,33310042,1
2460,33353620,5
2461,33356901,6
2462,33357311,5
2463,33364292,1
2464,33378739,8
2465,33378815,14
2466,33378874,9
2467,33378925,14
2468,33379009,14
2469,33380999,169
2470,33414672,2
2471,33436161,3
2472,33508499,3
2473,33515430,70
2474,33521018,26
2475,33524104,2
2476,33542566,14
2477,33542933,5
2478,33542970,5
2479,33544002,6
2480,33585930,13
2481,33675962,17
2482,33866990,3
2483,33895855,1
2484,33909939,9
2485,33981253,2
2486,33998565,1
2487,34036281,1
2488,34229630,43
2489,34246897,8
2490,34275528,22
2491,34330422,1
2492,34356347,1
2493,34385511,15
2494,34415688,29
2495,34420137,52
2496,34484620,17
2497,34502659,2
2498,34554143,3
2499,34659157,1
2500,34662442,3
2501,34682272,70
2502,34683066,3
2503,34683087,6
2504,34683148,1
2505,34683172,16
2506,34684183,4
2507,34759148,7
2508,34760488,1
2509,34760620,15
2510,34774517,13
2511,34777712,11
2512,34786785,3
2513,34808537,1
2514,34860843,4
2515,34872941,1
2516,34903610,2
2517,34910509,515
2518,34913467,7
2519,34913498,19
2520,34923033,41
2521,34954176,5
2522,35121836,1
2523,35202282,14
2524,35228168,6
2525,35231159,36
2526,35350380,18
2527,35437220,2
2528,35455828,8
2529,35462171,13
2530,35466783,20
2531,35494109,4
2532,35513093,19
2533,35551166,41
2534,35582678,34
2535,35582959,133
2536,35583114,122
2537,35583249,42
2538,35583328,85
2539,35583557,43
2540,35589275,66
2541,35589926,1
2542,35590237,19
2543,35604723,1
2544,35607993,1
2545,35654573,1
2546,35676241,20
2547,35723388,1
2548,35759169,2
2549,35854780,1
2550,35869507,1
2551,35877739,1
2552,35881190,1
2553,35925244,59
2554,36031351,1
2555,36034945,1
2556,36039737,12
2557,36045337,28
2558,36072106,36
2559,36099178,11
2560,36099247,33
2561,36184635,3
2562,36220289,3
2563,36220391,3
2564,36235288,6
2565,36241107,13
2566,36241947,6
2567,36273132,2
2568,36354680,1
2569,36362859,27
2570,36368241,22
2571,36453588,310
2572,36501223,9
2573,36503201,11
2574,36503706,5
2575,36505196,4
2576,36505840,11
2577,36506146,13
2578,36596985,21
2579,36597337,179
2580,36608611,1
2581,36614520,16
2582,36640767,15
2583,36641013,57
2584,36641250,18
2585,36967806,23
2586,37008998,14
2587,37112082,1
2588,37146548,5
2589,37185467,1
2590,37189296,17
2591,37231708,7
2592,37273588,1
2593,37287068,1
2594,37308679,1
2595,37339994,3
2596,37394164,2
2597,37468156,2
2598,37481658,1
2599,37534128,8
2600,37537616,1
2601,37581365,1
2602,37763676,1
2603,37856992,14
2604,37905931,1
2605,37954639,11
2606,37967238,6
2607,37983742,70
2608,38000833,5
2609,38003378,40
2610,38015541,50
2611,38020112,3
2612,38100650,11
2613,38143850,13
2614,38160011,5
2615,38161315,16
2616,38167363,3
2617,38176570,1
2618,38180991,1
2619,38190697,3
2620,38225220,1
2621,38288574,23
2622,38293403,3
2623,38300808,3
2624,38310202,1
2625,38312776,11
2626,38323641,2
2627,38323741,21
2628,38342171,1
2629,38343019,1
2630,38349477,5
2631,38421426,28
2632,38424995,2
2633,38440816,5
2634,38459063,9
2635,38463337,8
2636,38475552,3
2637,38489048,4
2638,38569471,4
2639,38573785,3
2640,38574185,3
2641,38598912,2
2642,38605929,5
2643,38617433,18
2644,38623983,1
2645,38670688,61
2646,38954913,2
2647,38963929,16
2648,38970657,30
2649,38986004,23
2650,38990760,33
2651,39003342,8
2652,39007140,4
2653,39014731,15
2654,39136489,2
2655,39146716,23
2656,39150258,24
2657,39151341,1
2658,39152410,20
2659,39153592,6
2660,39156271,12
2661,39157872,1
2662,39224304,2
2663,39230517,5
2664,39231674,2
2665,39262021,38
2666,39271673,13
2667,39276521,2
2668,39277699,1
2669,39280688,17
2670,39298774,3
2671,39307125,2
2672,39307207,1
2673,39307604,4
2674,39315928,14
2675,39362263,5
2676,39368087,2
2677,39368400,2
2678,39375790,11
2679,39397326,4
2680,39401486,1
2681,39401693,66
2682,39413759,3
2683,39418289,13
2684,39538010,4
2685,39539282,44
2686,39548974,1
2687,39554718,233
2688,39557412,9
2689,39671305,6
2690,39827428,6
2691,39835658,1
2692,39854919,1
2693,39869582,2
2694,39899716,43
2695,39934542,27
2696,39938958,244
2697,39957121,18
2698,39983965,1
2699,40107935,8
2700,40143897,1
2701,40157587,1
2702,40170799,48
2703,40177235,1
2704,40178158,14
2705,40204779,43
2706,40204979,18
2707,40205194,20
2708,40205423,40
2709,40205621,43
2710,40237563,2
2711,40262908,44
2712,40262957,25
2713,40262992,25
2714,40263031,22
2715,40263068,9
2716,40263154,2
2717,40263211,1
2718,40263272,1
2719,40263807,46
2720,40263847,52
2721,40263913,36
2722,40263956,81
2723,40263988,132
2724,40264049,55
2725,40264094,41
2726,40264133,12
2727,40264163,7
2728,40267558,3
2729,40299064,1
2730,40366014,6
2731,40367148,5
2732,40383960,9
2733,40384408,48
2734,40390924,9
2735,40392768,10
2736,40393996,20
2737,40415288,61
2738,40429317,120
2739,40463392,1
2740,40499276,34
2741,40499478,4
2742,40499758,26
2743,40505022,6
2744,40510269,24
2745,40528055,60
2746,40582274,8
2747,40632026,1
2748,40722926,6
2749,40750356,4
2750,40835112,15
2751,40838759,6
2752,40870631,37
2753,40870762,3
2754,40891593,2
2755,40893295,4
2756,40894980,2
2757,40900608,6
2758,40959403,239
2759,40966767,1
2760,40979235,4
2761,40979499,19
2762,40981095,7
2763,41038580,16
2764,41056024,20
2765,41056304,1
2766,41107394,6
2767,41107602,6
2768,41132404,5
2769,41153817,9
2770,41164606,6
2771,41246368,31
2772,41252210,25
2773,41282916,79
2774,41292613,2
2775,41292748,3
2776,41292894,29
2777,41293031,119
2778,41293170,16
2779,41293301,10
2780,41301593,19
2781,41305538,6
2782,41391875,1
2783,41398011,8
2784,41463061,28
2785,41520733,39
2786,41524293,1
2787,41550859,4
2788,41724166,2
2789,41816358,94
2790,41821807,1
2791,41824823,1
2792,41856596,7
2793,41872759,5
2794,41872939,4
2795,41880635,2
2796,41929346,2
2797,41970151,125
2798,42023512,16
2799,42030686,1
2800,42033893,29
2801,42034763,1
2802,42038063,2
2803,42050061,1
2804,42054173,4
2805,42127163,8
2806,42141747,1
2807,42149796,16
2808,42181947,36
2809,42194809,2
2810,42201537,16
2811,42303483,1
2812,42351877,3
2813,42378910,19
2814,42380570,1
2815,42382113,13
2816,42391498,1
2817,42394774,14
2818,42409948,9
2819,42413290,32
2820,42427435,25
2821,42535292,31
2822,42588802,131
2823,42589471,4
2824,42602990,3
2825,42612188,7
2826,42695808,3
2827,42821982,1
2828,43143522,3
2829,43230556,9
2830,43230649,10
2831,43230749,13
2832,43230896,7
2833,43251211,12
2834,43271018,14
2835,43271089,11
2836,43271155,10
2837,43271239,28
2838,43271296,9
2839,43272006,1
2840,43282712,8
2841,43282896,29
2842,43288453,11
2843,43371822,36
2844,43373263,4
2845,43375697,12
2846,43384791,20
2847,43412276,529
2848,43416591,69
2849,43420628,3
2850,43432324,5
2851,43432491,1
2852,43432554,27
2853,43445063,1
2854,43518173,3
2855,43523925,28
2856,43523981,18
2857,43524023,9
2858,43524060,22
2859,43527981,15
2860,43552564,1
2861,43556879,7
2862,43586438,4
2863,43589306,1
2864,43596797,24
2865,43679510,5
2866,43693182,1
2867,43693258,4
2868,43693398,8
2869,43704589,82
2870,43705414,55
2871,43719124,91
2872,43726621,83
2873,43782832,1
2874,43847089,3
2875,43855786,3
2876,43856086,2
2877,43859773,2
2878,43859843,1
2879,43860220,42
2880,43897181,1
2881,43907907,4
2882,43928512,2
2883,44039746,13
2884,44255855,5
2885,44263560,4
2886,44267597,26
2887,44283789,7
2888,44302321,1
2889,44312620,1
2890,44400317,14
2891,44414907,14
2892,44432930,4
2893,44528812,8
2894,44531198,1
2895,44534512,31
2896,44541692,3
2897,44542094,35
2898,44554498,4
2899,44555928,19
2900,44557184,6
2901,44606956,60
2902,44642356,5
2903,44669658,16
2904,44672253,5
2905,44672740,15
2906,44673604,14
2907,44769740,1
2908,44796915,5
2909,44823802,7
2910,44823923,10
